"","area_id","area_name","state","party","votes_first_vote","votes_second_vote"
"5991",11,"Lübeck","Schleswig-Holstein","Allianz.Deutscher.Demokraten",0,0
"5992",12,"Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I","Mecklenburg-Vorpommern","Allianz.Deutscher.Demokraten",0,0
"5993",13,"Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I","Mecklenburg-Vorpommern","Allianz.Deutscher.Demokraten",0,0
"5994",14,"Rostock – Landkreis Rostock II","Mecklenburg-Vorpommern","Allianz.Deutscher.Demokraten",0,0
"5995",15,"Vorpommern-Rügen – Vorpommern-Greifswald I","Mecklenburg-Vorpommern","Allianz.Deutscher.Demokraten",0,0
"5996",16,"Mecklenburgische Seenplatte I – Vorpommern-Greifswald II","Mecklenburg-Vorpommern","Allianz.Deutscher.Demokraten",0,0
"5997",17,"Mecklenburgische Seenplatte II – Landkreis Rostock III","Mecklenburg-Vorpommern","Allianz.Deutscher.Demokraten",0,0
"5998",18,"Hamburg-Mitte","Hamburg","Allianz.Deutscher.Demokraten",0,0
"5999",19,"Hamburg-Altona","Hamburg","Allianz.Deutscher.Demokraten",0,0
"6000",20,"Hamburg-Eimsbüttel","Hamburg","Allianz.Deutscher.Demokraten",0,0
"6001",21,"Hamburg-Nord","Hamburg","Allianz.Deutscher.Demokraten",0,0
"6002",22,"Hamburg-Wandsbek","Hamburg","Allianz.Deutscher.Demokraten",0,0
"6003",23,"Hamburg-Bergedorf – Harburg","Hamburg","Allianz.Deutscher.Demokraten",0,0
"6004",24,"Aurich – Emden","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6005",25,"Unterems","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6006",26,"Friesland – Wilhelmshaven – Wittmund","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6007",27,"Oldenburg – Ammerland","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6008",28,"Delmenhorst – Wesermarsch – Oldenburg-Land","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6009",29,"Cuxhaven – Stade II","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6010",30,"Stade I – Rotenburg II","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6011",31,"Mittelems","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6012",32,"Cloppenburg – Vechta","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6013",33,"Diepholz – Nienburg I","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6014",34,"Osterholz – Verden","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6015",35,"Rotenburg I – Heidekreis","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6016",36,"Harburg","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6017",37,"Lüchow-Dannenberg – Lüneburg","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6018",38,"Osnabrück-Land","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6019",39,"Stadt Osnabrück","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6020",40,"Nienburg II – Schaumburg","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6021",41,"Stadt Hannover I","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6022",42,"Stadt Hannover II","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6023",43,"Hannover-Land I","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6024",44,"Celle – Uelzen","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6025",45,"Gifhorn – Peine","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6026",46,"Hameln-Pyrmont – Holzminden","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6027",47,"Hannover-Land II","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6028",48,"Hildesheim","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6029",49,"Salzgitter – Wolfenbüttel","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6030",50,"Braunschweig","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6031",51,"Helmstedt – Wolfsburg","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6032",52,"Goslar – Northeim – Osterode","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6033",53,"Göttingen","Niedersachsen","Allianz.Deutscher.Demokraten",0,0
"6034",54,"Bremen I","Bremen","Allianz.Deutscher.Demokraten",0,0
"6035",55,"Bremen II – Bremerhaven","Bremen","Allianz.Deutscher.Demokraten",0,0
"6036",56,"Prignitz – Ostprignitz-Ruppin – Havelland I","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6037",57,"Uckermark – Barnim I","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6038",58,"Oberhavel – Havelland II","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6039",59,"Märkisch-Oderland – Barnim II","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6040",60,"Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6041",61,"Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6042",62,"Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6043",63,"Frankfurt (Oder) – Oder-Spree","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6044",64,"Cottbus – Spree-Neiße","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6045",65,"Elbe-Elster – Oberspreewald-Lausitz II","Brandenburg","Allianz.Deutscher.Demokraten",0,0
"6046",66,"Altmark","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6047",67,"Börde – Jerichower Land","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6048",68,"Harz","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6049",69,"Magdeburg","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6050",70,"Dessau – Wittenberg","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6051",71,"Anhalt","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6052",72,"Halle","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6053",73,"Burgenland – Saalekreis","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6054",74,"Mansfeld","Sachsen-Anhalt","Allianz.Deutscher.Demokraten",0,0
"6055",75,"Berlin-Mitte","Berlin","Allianz.Deutscher.Demokraten",0,0
"6056",76,"Berlin-Pankow","Berlin","Allianz.Deutscher.Demokraten",0,0
"6057",77,"Berlin-Reinickendorf","Berlin","Allianz.Deutscher.Demokraten",0,0
"6058",78,"Berlin-Spandau – Charlottenburg Nord","Berlin","Allianz.Deutscher.Demokraten",0,0
"6059",79,"Berlin-Steglitz-Zehlendorf","Berlin","Allianz.Deutscher.Demokraten",0,0
"6060",80,"Berlin-Charlottenburg-Wilmersdorf","Berlin","Allianz.Deutscher.Demokraten",0,0
"6061",81,"Berlin-Tempelhof-Schöneberg","Berlin","Allianz.Deutscher.Demokraten",0,0
"6062",82,"Berlin-Neukölln","Berlin","Allianz.Deutscher.Demokraten",0,0
"6063",83,"Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost","Berlin","Allianz.Deutscher.Demokraten",0,0
"6064",84,"Berlin-Treptow-Köpenick","Berlin","Allianz.Deutscher.Demokraten",0,0
"6065",85,"Berlin-Marzahn-Hellersdorf","Berlin","Allianz.Deutscher.Demokraten",0,0
"6066",86,"Berlin-Lichtenberg","Berlin","Allianz.Deutscher.Demokraten",0,0
"6067",87,"Aachen I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,435
"6068",88,"Aachen II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,676
"6069",89,"Heinsberg","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,368
"6070",90,"Düren","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,393
"6071",91,"Rhein-Erft-Kreis I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,605
"6072",92,"Euskirchen – Rhein-Erft-Kreis II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,304
"6073",93,"Köln I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,971
"6074",94,"Köln II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,350
"6075",95,"Köln III","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1156
"6076",96,"Bonn","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,325
"6077",97,"Rhein-Sieg-Kreis I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,374
"6078",98,"Rhein-Sieg-Kreis II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,159
"6079",99,"Oberbergischer Kreis","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,531
"6080",100,"Rheinisch-Bergischer Kreis","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,296
"6081",101,"Leverkusen – Köln IV","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1007
"6082",102,"Wuppertal I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,818
"6083",103,"Solingen – Remscheid – Wuppertal II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1214
"6084",104,"Mettmann I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,571
"6085",105,"Mettmann II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,494
"6086",106,"Düsseldorf I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,444
"6087",107,"Düsseldorf II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,529
"6088",108,"Neuss I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,849
"6089",109,"Mönchengladbach","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,613
"6090",110,"Krefeld I – Neuss II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,754
"6091",111,"Viersen","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,363
"6092",112,"Kleve","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,56
"6093",113,"Wesel I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,405
"6094",114,"Krefeld II – Wesel II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,670
"6095",115,"Duisburg I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1536
"6096",116,"Duisburg II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,2455
"6097",117,"Oberhausen – Wesel III","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,915
"6098",118,"Mülheim – Essen I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,570
"6099",119,"Essen II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,935
"6100",120,"Essen III","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,364
"6101",121,"Recklinghausen I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,892
"6102",122,"Recklinghausen II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1026
"6103",123,"Gelsenkirchen","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1902
"6104",124,"Steinfurt I – Borken I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,290
"6105",125,"Bottrop – Recklinghausen III","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1140
"6106",126,"Borken II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,123
"6107",127,"Coesfeld – Steinfurt II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,50
"6108",128,"Steinfurt III","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,264
"6109",129,"Münster","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,137
"6110",130,"Warendorf","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,621
"6111",131,"Gütersloh I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,454
"6112",132,"Bielefeld – Gütersloh II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1043
"6113",133,"Herford – Minden-Lübbecke II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,403
"6114",134,"Minden-Lübbecke I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,229
"6115",135,"Lippe I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,185
"6116",136,"Höxter – Lippe II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,211
"6117",137,"Paderborn – Gütersloh III","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,301
"6118",138,"Hagen – Ennepe-Ruhr-Kreis I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,824
"6119",139,"Ennepe-Ruhr-Kreis II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,452
"6120",140,"Bochum I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,903
"6121",141,"Herne – Bochum II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1099
"6122",142,"Dortmund I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,838
"6123",143,"Dortmund II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1030
"6124",144,"Unna I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,720
"6125",145,"Hamm – Unna II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,1383
"6126",146,"Soest","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,185
"6127",147,"Hochsauerlandkreis","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,268
"6128",148,"Siegen-Wittgenstein","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,487
"6129",149,"Olpe – Märkischer Kreis I","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,481
"6130",150,"Märkischer Kreis II","Nordrhein-Westfalen","Allianz.Deutscher.Demokraten",0,732
"6131",151,"Nordsachsen","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6132",152,"Leipzig I","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6133",153,"Leipzig II","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6134",154,"Leipzig-Land","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6135",155,"Meißen","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6136",156,"Bautzen I","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6137",157,"Görlitz","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6138",158,"Sächsische Schweiz-Osterzgebirge","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6139",159,"Dresden I","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6140",160,"Dresden II – Bautzen II","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6141",161,"Mittelsachsen","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6142",162,"Chemnitz","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6143",163,"Chemnitzer Umland – Erzgebirgskreis II","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6144",164,"Erzgebirgskreis I","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6145",165,"Zwickau","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6146",166,"Vogtlandkreis","Sachsen","Allianz.Deutscher.Demokraten",0,0
"6147",167,"Waldeck","Hessen","Allianz.Deutscher.Demokraten",0,0
"6148",168,"Kassel","Hessen","Allianz.Deutscher.Demokraten",0,0
"6149",169,"Werra-Meißner – Hersfeld-Rotenburg","Hessen","Allianz.Deutscher.Demokraten",0,0
"6150",170,"Schwalm-Eder","Hessen","Allianz.Deutscher.Demokraten",0,0
"6151",171,"Marburg","Hessen","Allianz.Deutscher.Demokraten",0,0
"6152",172,"Lahn-Dill","Hessen","Allianz.Deutscher.Demokraten",0,0
"6153",173,"Gießen","Hessen","Allianz.Deutscher.Demokraten",0,0
"6154",174,"Fulda","Hessen","Allianz.Deutscher.Demokraten",0,0
"6155",175,"Main-Kinzig – Wetterau II – Schotten","Hessen","Allianz.Deutscher.Demokraten",0,0
"6156",176,"Hochtaunus","Hessen","Allianz.Deutscher.Demokraten",0,0
"6157",177,"Wetterau I","Hessen","Allianz.Deutscher.Demokraten",0,0
"6158",178,"Rheingau-Taunus – Limburg","Hessen","Allianz.Deutscher.Demokraten",0,0
"6159",179,"Wiesbaden","Hessen","Allianz.Deutscher.Demokraten",0,0
"6160",180,"Hanau","Hessen","Allianz.Deutscher.Demokraten",0,0
"6161",181,"Main-Taunus","Hessen","Allianz.Deutscher.Demokraten",0,0
"6162",182,"Frankfurt am Main I","Hessen","Allianz.Deutscher.Demokraten",0,0
"6163",183,"Frankfurt am Main II","Hessen","Allianz.Deutscher.Demokraten",0,0
"6164",184,"Groß-Gerau","Hessen","Allianz.Deutscher.Demokraten",0,0
"6165",185,"Offenbach","Hessen","Allianz.Deutscher.Demokraten",0,0
"6166",186,"Darmstadt","Hessen","Allianz.Deutscher.Demokraten",0,0
"6167",187,"Odenwald","Hessen","Allianz.Deutscher.Demokraten",0,0
"6168",188,"Bergstraße","Hessen","Allianz.Deutscher.Demokraten",0,0
"6169",189,"Eichsfeld – Nordhausen – Kyffhäuserkreis","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6170",190,"Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6171",191,"Jena – Sömmerda – Weimarer Land I","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6172",192,"Gotha – Ilm-Kreis","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6173",193,"Erfurt – Weimar – Weimarer Land II","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6174",194,"Gera – Greiz – Altenburger Land","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6175",195,"Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6176",196,"Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg","Thüringen","Allianz.Deutscher.Demokraten",0,0
"6177",197,"Neuwied","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6178",198,"Ahrweiler","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6179",199,"Koblenz","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6180",200,"Mosel/Rhein-Hunsrück","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6181",201,"Kreuznach","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6182",202,"Bitburg","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6183",203,"Trier","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6184",204,"Montabaur","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6185",205,"Mainz","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6186",206,"Worms","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6187",207,"Ludwigshafen/Frankenthal","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6188",208,"Neustadt – Speyer","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6189",209,"Kaiserslautern","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6190",210,"Pirmasens","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6191",211,"Südpfalz","Rheinland-Pfalz","Allianz.Deutscher.Demokraten",0,0
"6192",212,"Altötting","Bayern","Allianz.Deutscher.Demokraten",0,0
"6193",213,"Erding – Ebersberg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6194",214,"Freising","Bayern","Allianz.Deutscher.Demokraten",0,0
"6195",215,"Fürstenfeldbruck","Bayern","Allianz.Deutscher.Demokraten",0,0
"6196",216,"Ingolstadt","Bayern","Allianz.Deutscher.Demokraten",0,0
"6197",217,"München-Nord","Bayern","Allianz.Deutscher.Demokraten",0,0
"6198",218,"München-Ost","Bayern","Allianz.Deutscher.Demokraten",0,0
"6199",219,"München-Süd","Bayern","Allianz.Deutscher.Demokraten",0,0
"6200",220,"München-West/Mitte","Bayern","Allianz.Deutscher.Demokraten",0,0
"6201",221,"München-Land","Bayern","Allianz.Deutscher.Demokraten",0,0
"6202",222,"Rosenheim","Bayern","Allianz.Deutscher.Demokraten",0,0
"6203",223,"Bad Tölz-Wolfratshausen – Miesbach","Bayern","Allianz.Deutscher.Demokraten",0,0
"6204",224,"Starnberg – Landsberg am Lech","Bayern","Allianz.Deutscher.Demokraten",0,0
"6205",225,"Traunstein","Bayern","Allianz.Deutscher.Demokraten",0,0
"6206",226,"Weilheim","Bayern","Allianz.Deutscher.Demokraten",0,0
"6207",227,"Deggendorf","Bayern","Allianz.Deutscher.Demokraten",0,0
"6208",228,"Landshut","Bayern","Allianz.Deutscher.Demokraten",0,0
"6209",229,"Passau","Bayern","Allianz.Deutscher.Demokraten",0,0
"6210",230,"Rottal-Inn","Bayern","Allianz.Deutscher.Demokraten",0,0
"6211",231,"Straubing","Bayern","Allianz.Deutscher.Demokraten",0,0
"6212",232,"Amberg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6213",233,"Regensburg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6214",234,"Schwandorf","Bayern","Allianz.Deutscher.Demokraten",0,0
"6215",235,"Weiden","Bayern","Allianz.Deutscher.Demokraten",0,0
"6216",236,"Bamberg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6217",237,"Bayreuth","Bayern","Allianz.Deutscher.Demokraten",0,0
"6218",238,"Coburg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6219",239,"Hof","Bayern","Allianz.Deutscher.Demokraten",0,0
"6220",240,"Kulmbach","Bayern","Allianz.Deutscher.Demokraten",0,0
"6221",241,"Ansbach","Bayern","Allianz.Deutscher.Demokraten",0,0
"6222",242,"Erlangen","Bayern","Allianz.Deutscher.Demokraten",0,0
"6223",243,"Fürth","Bayern","Allianz.Deutscher.Demokraten",0,0
"6224",244,"Nürnberg-Nord","Bayern","Allianz.Deutscher.Demokraten",0,0
"6225",245,"Nürnberg-Süd","Bayern","Allianz.Deutscher.Demokraten",0,0
"6226",246,"Roth","Bayern","Allianz.Deutscher.Demokraten",0,0
"6227",247,"Aschaffenburg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6228",248,"Bad Kissingen","Bayern","Allianz.Deutscher.Demokraten",0,0
"6229",249,"Main-Spessart","Bayern","Allianz.Deutscher.Demokraten",0,0
"6230",250,"Schweinfurt","Bayern","Allianz.Deutscher.Demokraten",0,0
"6231",251,"Würzburg","Bayern","Allianz.Deutscher.Demokraten",0,0
"6232",252,"Augsburg-Stadt","Bayern","Allianz.Deutscher.Demokraten",0,0
"6233",253,"Augsburg-Land","Bayern","Allianz.Deutscher.Demokraten",0,0
"6234",254,"Donau-Ries","Bayern","Allianz.Deutscher.Demokraten",0,0
"6235",255,"Neu-Ulm","Bayern","Allianz.Deutscher.Demokraten",0,0
"6236",256,"Oberallgäu","Bayern","Allianz.Deutscher.Demokraten",0,0
"6237",257,"Ostallgäu","Bayern","Allianz.Deutscher.Demokraten",0,0
"6238",258,"Stuttgart I","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6239",259,"Stuttgart II","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6240",260,"Böblingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6241",261,"Esslingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6242",262,"Nürtingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6243",263,"Göppingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6244",264,"Waiblingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6245",265,"Ludwigsburg","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6246",266,"Neckar-Zaber","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6247",267,"Heilbronn","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6248",268,"Schwäbisch Hall – Hohenlohe","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6249",269,"Backnang – Schwäbisch Gmünd","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6250",270,"Aalen – Heidenheim","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6251",271,"Karlsruhe-Stadt","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6252",272,"Karlsruhe-Land","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6253",273,"Rastatt","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6254",274,"Heidelberg","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6255",275,"Mannheim","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6256",276,"Odenwald – Tauber","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6257",277,"Rhein-Neckar","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6258",278,"Bruchsal – Schwetzingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6259",279,"Pforzheim","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6260",280,"Calw","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6261",281,"Freiburg","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6262",282,"Lörrach – Müllheim","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6263",283,"Emmendingen – Lahr","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6264",284,"Offenburg","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6265",285,"Rottweil – Tuttlingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6266",286,"Schwarzwald-Baar","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6267",287,"Konstanz","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6268",288,"Waldshut","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6269",289,"Reutlingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6270",290,"Tübingen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6271",291,"Ulm","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6272",292,"Biberach","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6273",293,"Bodensee","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6274",294,"Ravensburg","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6275",295,"Zollernalb – Sigmaringen","Baden-Württemberg","Allianz.Deutscher.Demokraten",0,0
"6276",296,"Saarbrücken","Saarland","Allianz.Deutscher.Demokraten",0,0
"6277",297,"Saarlouis","Saarland","Allianz.Deutscher.Demokraten",0,0
"6278",298,"St. Wendel","Saarland","Allianz.Deutscher.Demokraten",0,0
"6279",299,"Homburg","Saarland","Allianz.Deutscher.Demokraten",0,0
"6280",1,"Flensburg – Schleswig","Schleswig-Holstein","Allianz.für.Menschenrechte.Tier..und.Naturschutz",0,0
"6281",2,"Nordfriesland – Dithmarschen Nord","Schleswig-Holstein","Allianz.für.Menschenrechte.Tier..und.Naturschutz",0,0
